inventory_id,item_name,category,sales_date,quantity_sold,unit_price,total_sales,code
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,01/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,02/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,03/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,04/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,05/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,06/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,07/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,08/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,09/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,10/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,11/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,12/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,13/01/2025,2,50.0,100.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,14/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,15/01/2025,4,50.0,200.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,16/01/2025,1,50.0,50.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,17/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,18/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,19/01/2025,2,50.0,100.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,20/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,21/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,22/01/2025,0,50.0,0.0,INV-001
13,Nobivac Rabies (MSD) – rabies vaccine,Vaccines,23/01/2025,0,50.0,0.0,INV-001
